pcode,locality,lat,long
3240,MORIAC,-38.216777,144.076977
3240,MOUNT MORIAC,-38.216777,144.076977
3240,PARAPARAP,-38.216777,144.076977
3241,BAMBRA,-38.366594,143.946392
3241,OMBERSLEY,-38.366594,143.946392
3241,WENSLEYDALE,-38.366594,143.946392
3241,WINCHELSEA,-38.366594,143.946392
3241,WINCHELSEA SOUTH,-38.366594,143.946392
3241,WURDIBOLUC,-38.366594,143.946392
3242,BIRREGURRA,-38.314855,143.789367
3243,BARWON DOWNS,-38.468578,143.758408
3243,MURROON,-38.468578,143.758408
3243,WARNCOORT,-38.468578,143.758408
3243,WHOOREL,-38.468578,143.758408
3249,ALVIE,-38.244321,143.481901
3249,BALINTORE,-38.244321,143.481901
3249,BARONGAROOK,-38.244321,143.481901
3249,BARONGAROOK WEST,-38.244321,143.481901
3249,BARRAMUNGA,-38.244321,143.481901
3249,CORAGULAC,-38.244321,143.481901
3249,CORUNNUN,-38.244321,143.481901
3249,DREEITE,-38.244321,143.481901
3249,DREEITE SOUTH,-38.244321,143.481901
3249,GERANGAMETE,-38.244321,143.481901
3249,IRREWARRA,-38.244321,143.481901
3249,IRREWILLIPE,-38.244321,143.481901
3249,IRREWILLIPE EAST,-38.244321,143.481901
3249,KAWARREN,-38.244321,143.481901
3249,LARPENT,-38.244321,143.481901
3249,NALANGIL,-38.244321,143.481901
3249,ONDIT,-38.244321,143.481901
3249,PIRRON YALLOCK,-38.244321,143.481901
3249,POMBORNEIT EAST,-38.244321,143.481901
3249,SWAN MARSH,-38.244321,143.481901
3249,TANYBRYN,-38.244321,143.481901
3249,WARRION,-38.244321,143.481901
3249,WOOL WOOL,-38.244321,143.481901
3249,YEO,-38.244321,143.481901
3249,YEODENE,-38.244321,143.481901
3250,COLAC,-38.339298,143.58166
3250,COLAC EAST,-38.339298,143.58166
3250,COLAC WEST,-38.339298,143.58166
3250,ELLIMINYT,-38.339298,143.58166
3251,BEEAC,-38.193925,143.640459
3251,CUNDARE,-38.193925,143.640459
3251,CUNDARE NORTH,-38.193925,143.640459
3251,EURACK,-38.193925,143.640459
3251,WEERING,-38.193925,143.640459
3254,COROROOKE,-38.296263,143.522505
3260,BOOKAAR,-38.134947,143.102803
3260,BOSTOCKS CREEK,-38.134947,143.102803
3260,BUNGADOR,-38.134947,143.102803
3260,CAMPERDOWN,-38.134947,143.102803
3260,CARPENDEIT,-38.134947,143.102803
3260,CHOCOLYN,-38.134947,143.102803
3260,GNOTUK,-38.134947,143.102803
3260,KARIAH,-38.134947,143.102803
3260,KOALLAH,-38.134947,143.102803
3260,LESLIE MANOR,-38.134947,143.102803
3260,POMBORNEIT,-38.134947,143.102803
3260,POMBORNEIT NORTH,-38.134947,143.102803
3260,SKIBO,-38.134947,143.102803
3260,SOUTH PURRUMBETE,-38.134947,143.102803
3260,STONYFORD,-38.134947,143.102803
3260,TANDAROOK,-38.134947,143.102803
3260,TESBURY,-38.134947,143.102803
3260,WEERITE,-38.134947,143.102803
3264,TERANG,-38.236207,142.911483
3265,BOORCAN,-38.21456,143.013298
3265,CUDGEE,-38.21456,143.013298
3265,DIXIE,-38.21456,143.013298
3265,ECKLIN SOUTH,-38.21456,143.013298
3265,ELLERSLIE,-38.21456,143.013298
3265,FRAMLINGHAM,-38.21456,143.013298
3265,FRAMLINGHAM EAST,-38.21456,143.013298
3265,GARVOC,-38.21456,143.013298
3265,GLENORMISTON NORTH,-38.21456,143.013298
3265,GLENORMISTON SOUTH,-38.21456,143.013298
3265,KOLORA,-38.21456,143.013298
3265,LAANG,-38.21456,143.013298
3265,NOORAT,-38.21456,143.013298
3265,NOORAT EAST,-38.21456,143.013298
3265,PANMURE,-38.21456,143.013298
3265,TAROON,-38.21456,143.013298
3265,THE SISTERS,-38.21456,143.013298
3266,BULLAHARRE,-38.343488,143.141647
3266,COBDEN,-38.343488,143.141647
3266,COBRICO,-38.343488,143.141647
3266,ELINGAMITE,-38.343488,143.141647
3266,ELINGAMITE NORTH,-38.343488,143.141647
3266,GLENFYNE,-38.343488,143.141647
3266,JANCOURT,-38.343488,143.141647
3266,JANCOURT EAST,-38.343488,143.141647
3266,NAROGHID,-38.343488,143.141647
3266,SIMPSON,-38.343488,143.141647
3267,SCOTTS CREEK,-38.448909,143.10623
3268,AYRFORD,-38.415663,142.85945
3268,BRUCKNELL,-38.415663,142.85945
3268,COORIEMUNGLE,-38.415663,142.85945
3268,COWLEYS CREEK,-38.415663,142.85945
3268,CURDIES RIVER,-38.415663,142.85945
3268,CURDIEVALE,-38.415663,142.85945
3268,HEYTESBURY LOWER,-38.415663,142.85945
3268,NEWFIELD,-38.415663,142.85945
3268,NIRRANDA,-38.415663,142.85945
3268,NIRRANDA EAST,-38.415663,142.85945
3268,NIRRANDA SOUTH,-38.415663,142.85945
3268,NULLAWARRE,-38.415663,142.85945
3268,NULLAWARRE NORTH,-38.415663,142.85945
3268,PAARATTE,-38.415663,142.85945
3268,THE COVE,-38.415663,142.85945
3268,TIMBOON,-38.415663,142.85945
3268,TIMBOON WEST,-38.415663,142.85945
3269,PORT CAMPBELL,-38.619083,142.996136
3269,PRINCETOWN,-38.619083,142.996136
3269,WAARRE,-38.619083,142.996136
3270,PETERBOROUGH,-38.579938,142.857049
3271,DARLINGTON,-37.998527,143.051384
3271,DUNDONNELL,-37.998527,143.051384
3271,PURA PURA,-37.998527,143.051384
3272,MORTLAKE,-38.081236,142.807986
3272,WOORNDOO,-38.081236,142.807986
3273,HEXHAM,-38.057308,142.607374
3274,CARAMUT,-37.912068,142.523202
3275,MAILORS FLAT,-38.301794,142.457611
3276,MINJAH,-38.035006,142.441935
3276,WOOLSTHORPE,-38.035006,142.441935
3277,ALLANSFORD,-38.386474,142.590674
3277,MEPUNGA,-38.386474,142.590674
3277,MEPUNGA EAST,-38.386474,142.590674
3277,MEPUNGA WEST,-38.386474,142.590674
3277,NARINGAL,-38.386474,142.590674
3277,NARINGAL EAST,-38.386474,142.590674
3278,PURNIM,-38.278013,142.624719
3278,PURNIM WEST,-38.278013,142.624719
3279,BALLANGEICH,-38.214555,142.657483
3279,WANGOOM,-38.214555,142.657483
3280,DENNINGTON,-38.35811,142.441982
3280,WARRNAMBOOL,-38.35811,142.441982
3280,WARRNAMBOOL EAST,-38.35811,142.441982
3280,WARRNAMBOOL WEST,-38.35811,142.441982
3281,BUSHFIELD,-38.325329,142.505522
3281,GRASSMERE,-38.325329,142.505522
3281,WINSLOW,-38.325329,142.505522
3281,WOODFORD,-38.325329,142.505522
3282,ILLOWA,-38.32991,142.411507
3282,KOROIT,-38.32991,142.411507
3283,CROSSLEY,-38.313434,142.328761
3283,KILLARNEY,-38.313434,142.328761
3283,KIRKSTALL,-38.313434,142.328761
3283,SOUTHERN CROSS,-38.313434,142.328761
3283,TARRONE,-38.313434,142.328761
3283,TOWER HILL,-38.313434,142.328761
3283,WARRONG,-38.313434,142.328761
3283,WILLATOOK,-38.313434,142.328761
3283,YANGERY,-38.313434,142.328761
3283,YARPTURK,-38.313434,142.328761
3284,ORFORD,-38.214987,142.153594
3284,PORT FAIRY,-38.214987,142.153594
3285,CODRINGTON,-38.272587,141.973181
3285,NARRAWONG,-38.272587,141.973181
3285,ROSEBROOK,-38.272587,141.973181
3285,ST HELENS,-38.272587,141.973181
3285,TOOLONG,-38.272587,141.973181
3285,TYRENDARRA,-38.272587,141.973181
3285,TYRENDARRA EAST,-38.272587,141.973181
3285,YAMBUK,-38.272587,141.973181
3286,CONDAH SWAMP,-37.972228,141.833705
3286,KNEBSWORTH,-37.972228,141.833705
3286,MACARTHUR,-37.972228,141.833705
3286,WARRABKOOK,-37.972228,141.833705
3287,HAWKESDALE,-38.106999,142.322188
3287,MINHAMITE,-38.106999,142.322188
3289,GAZETTE,-37.897958,142.174884
3289,GERRIGERRUP,-37.897958,142.174884
3289,PENSHURST,-37.897958,142.174884
3289,PURDEET,-37.897958,142.174884
3289,TABOR,-37.897958,142.174884
3292,NELSON,-38.04659,141.006938
3293,GLENTHOMPSON,-37.636489,142.545707
3293,NAREEB,-37.636489,142.545707
3293,NARRAPUMELAP SOUTH,-37.636489,142.545707
3294,DUNKELD,-37.649713,142.344662
3294,KARABEAL,-37.649713,142.344662
3294,MIRRANATWA,-37.649713,142.344662
3294,MOUTAJUP,-37.649713,142.344662
3294,VICTORIA POINT,-37.649713,142.344662
3294,VICTORIA VALLEY,-37.649713,142.344662
3294,WOODHOUSE,-37.649713,142.344662
3300,BYADUK NORTH,-37.880712,141.960066
3300,HAMILTON,-37.880712,141.960066
3301,BOCHARA,-37.704033,141.927084
3301,BROADWATER,-37.704033,141.927084
3301,BUCKLEY SWAMP,-37.704033,141.927084
3301,BYADUK,-37.704033,141.927084
3301,CROXTON EAST,-37.704033,141.927084
3301,HENSLEY PARK,-37.704033,141.927084
3301,MORGIANA,-37.704033,141.927084
3301,MOUNT NAPIER,-37.704033,141.927084
3301,STRATHKELLAR,-37.704033,141.927084
3301,TAHARA,-37.704033,141.927084
3301,TARRINGTON,-37.704033,141.927084
3301,WANNON,-37.704033,141.927084
3301,WARRAYURE,-37.704033,141.927084
3301,YATCHAW,-37.704033,141.927084
3301,YULECART,-37.704033,141.927084
3302,BRANXHOLME,-37.856656,141.794565
3302,GRASSDALE,-37.856656,141.794565
3303,BREAKAWAY CREEK,-38.03119,141.814595
3303,CONDAH,-38.03119,141.814595
3303,HOTSPUR,-38.03119,141.814595
3303,LAKE CONDAH,-38.03119,141.814595
3303,WALLACEDALE,-38.03119,141.814595
3304,BESSIEBELLE,-38.146567,141.966132
3304,DARTMOOR,-38.146567,141.966132
3304,DRIK DRIK,-38.146567,141.966132
3304,DRUMBORG,-38.146567,141.966132
3304,GREENWALD,-38.146567,141.966132
3304,HEYWOOD,-38.146567,141.966132
3304,HOMERTON,-38.146567,141.966132
3304,LYONS,-38.146567,141.966132
3304,MILLTOWN,-38.146567,141.966132
3304,MUMBANNAR,-38.146567,141.966132
3304,MYAMYN,-38.146567,141.966132
3304,WINNAP,-38.146567,141.966132
3305,ALLESTREE,-38.274855,141.646078
3305,BOLWARRA,-38.274855,141.646078
3305,CAPE BRIDGEWATER,-38.274855,141.646078
3305,CASHMORE,-38.274855,141.646078
3305,DUTTON WAY,-38.274855,141.646078
3305,GORAE,-38.274855,141.646078
3305,GORAE WEST,-38.274855,141.646078
3305,HEATHMERE,-38.274855,141.646078
3305,MOUNT RICHMOND,-38.274855,141.646078
3305,PORTLAND,-38.274855,141.646078
3305,PORTLAND NORTH,-38.274855,141.646078
3305,PORTLAND WEST,-38.274855,141.646078
3309,DIGBY,-37.794364,141.500674
3310,MERINO,-37.720455,141.548293
3310,TAHARA WEST,-37.720455,141.548293
3311,CASTERTON,-37.584211,141.405944
3311,CORNDALE,-37.584211,141.405944
3312,BAHGALLAH,-37.6391,141.365747
3312,BRIMBOAL,-37.6391,141.365747
3312,CARAPOOK,-37.6391,141.365747
3312,CHETWYND,-37.6391,141.365747
3312,DERGHOLM,-37.6391,141.365747
3312,DORODONG,-37.6391,141.365747
3312,DUNROBIN,-37.6391,141.365747
3312,HENTY,-37.6391,141.365747
3312,KILLARA,-37.6391,141.365747
3312,LAKE MUNDI,-37.6391,141.365747
3312,LINDSAY,-37.6391,141.365747
3312,NANGEELA,-37.6391,141.365747
3312,POOLAIJELO,-37.6391,141.365747
3312,POWERS CREEK,-37.6391,141.365747
3312,SANDFORD,-37.6391,141.365747
3312,STRATHDOWNIE,-37.6391,141.365747
3312,WANDO BRIDGE,-37.6391,141.365747
3312,WANDO VALE,-37.6391,141.365747
3312,WARROCK,-37.6391,141.365747
3314,BULART,-37.586718,141.935665
3314,CAVENDISH,-37.586718,141.935665
3314,GLENISLA,-37.586718,141.935665
3314,GRAMPIANS,-37.586718,141.935665
3314,MOORALLA,-37.586718,141.935665
3315,BRIT BRIT,-37.441278,141.758617
3315,CLOVER FLAT,-37.441278,141.758617
3315,COLERAINE,-37.441278,141.758617
3315,COOJAR,-37.441278,141.758617
3315,CULLA,-37.441278,141.758617
3315,GRINGEGALGONA,-37.441278,141.758617
3315,GRITJURK,-37.441278,141.758617
3315,HILGAY,-37.441278,141.758617
3315,KONONGWOOTONG,-37.441278,141.758617
3315,MELVILLE FOREST,-37.441278,141.758617
3315,MUNTHAM,-37.441278,141.758617
3315,NAREEN,-37.441278,141.758617
3315,PASCHENDALE,-37.441278,141.758617
3315,TAHARA BRIDGE,-37.441278,141.758617
3315,TARRAYOUKYAN,-37.441278,141.758617
3315,TARRENLEA,-37.441278,141.758617
3315,WOOTONG VALE,-37.441278,141.758617
3317,HARROW,-37.119835,141.600473
3318,CHARAM,-36.986424,141.510896
3318,CONNEWIRRICOO,-36.986424,141.510896
3318,EDENHOPE,-36.986424,141.510896
3318,KADNOOK,-36.986424,141.510896
3318,LANGKOOP,-36.986424,141.510896
3318,PATYAH,-36.986424,141.510896
3318,ULLSWATER,-36.986424,141.510896
3319,APSLEY,-36.967557,141.080748
3319,BENAYEO,-36.967557,141.080748
3319,BRINGALBERT,-36.967557,141.080748
3321,HESSE,-38.111995,143.855664
3321,INVERLEIGH,-38.111995,143.855664
3321,WINGEEL,-38.111995,143.855664
3322,CRESSY,-38.028752,143.643643
3323,BERRYBANK,-37.991587,143.486027
3323,DUVERNEY,-37.991587,143.486027
3323,FOXHOW,-37.991587,143.486027
3324,LISMORE,-37.953552,143.34368
3324,MINGAY,-37.953552,143.34368
3324,MOUNT BUTE,-37.953552,143.34368
3325,DERRINALLUM,-37.948485,143.219987
3325,LARRALEA,-37.948485,143.219987
3325,VITE VITE,-37.948485,143.219987
3325,VITE VITE NORTH,-37.948485,143.219987
3328,TEESDALE,-38.039758,144.048285
3329,BARUNAH PARK,-38.02107,143.856658
3329,BARUNAH PLAINS,-38.02107,143.856658
3329,SHELFORD,-38.02107,143.856658
3330,ROKEWOOD,-37.844281,143.677351
3331,BANNOCKBURN,-38.046528,144.171067
3331,GHERINGHAP,-38.046528,144.171067
3331,MAUDE,-38.046528,144.171067
3331,RUSSELLS BRIDGE,-38.046528,144.171067
3331,SHE OAKS,-38.046528,144.171067
3331,STEIGLITZ,-38.046528,144.171067
3331,SUTHERLANDS CREEK,-38.046528,144.171067
3332,LETHBRIDGE,-37.962809,144.139178
3333,BAMGANIE,-37.924962,144.025575
3333,MEREDITH,-37.924962,144.025575
3334,BUNGAL,-37.710436,144.094545
3334,CARGERIE,-37.710436,144.094545
3334,ELAINE,-37.710436,144.094545
3334,MORRISONS,-37.710436,144.094545
3334,MOUNT DORAN,-37.710436,144.094545
3335,PLUMPTON,-37.68584,144.685449
3335,ROCKBANK,-37.68584,144.685449
3337,KURUNJANG,-37.675127,144.58855
3337,MELTON,-37.675127,144.58855
3337,MELTON WEST,-37.675127,144.58855
3337,TOOLERN VALE,-37.675127,144.58855
3338,BROOKFIELD,-37.701172,144.540792
3338,EXFORD,-37.701172,144.540792
3338,EYNESBURY,-37.701172,144.540792
3338,MELTON SOUTH,-37.701172,144.540792
3340,BACCHUS MARSH,-37.675855,144.437663
3340,BALLIANG,-37.675855,144.437663
3340,BALLIANG EAST,-37.675855,144.437663
3340,COIMADAI,-37.675855,144.437663
3340,DARLEY,-37.675855,144.437663
3340,GLENMORE,-37.675855,144.437663
3340,HOPETOUN PARK,-37.675855,144.437663
3340,LONG FOREST,-37.675855,144.437663
3340,MADDINGLEY,-37.675855,144.437663
3340,MERRIMU,-37.675855,144.437663
3340,PARWAN,-37.675855,144.437663
3340,ROWSLEY,-37.675855,144.437663
3341,DALES CREEK,-37.519237,144.309955
3341,GREENDALE,-37.519237,144.309955
3341,KOROBEIT,-37.519237,144.309955
3341,MYRNIONG,-37.519237,144.309955
3341,PENTLAND HILLS,-37.519237,144.309955
3342,BALLAN,-37.60016,144.225458
3342,BEREMBOKE,-37.60016,144.225458
3342,BLAKEVILLE,-37.60016,144.225458
3342,BUNDING,-37.60016,144.225458
3342,COLBROOK,-37.60016,144.225458
3342,DURDIDWARRAH,-37.60016,144.225458
3342,FISKVILLE,-37.60016,144.225458
3342,INGLISTON,-37.60016,144.225458
3342,MOUNT WALLACE,-37.60016,144.225458
3345,GORDON,-37.594546,144.099862
3350,ALFREDTON,-37.556958,143.817225
3350,BAKERY HILL,-37.556958,143.817225
3350,BALLARAT,-37.556958,143.817225
3350,BALLARAT CENTRAL,-37.556958,143.817225
3350,BALLARAT EAST,-37.556958,143.817225
3350,BALLARAT NORTH,-37.556958,143.817225
3350,BALLARAT WEST,-37.556958,143.817225
3350,BLACK HILL,-37.556958,143.817225
3350,BROWN HILL,-37.556958,143.817225
3350,CANADIAN,-37.556958,143.817225
3350,EUREKA,-37.556958,143.817225
3350,GOLDEN POINT,-37.556958,143.817225
3350,INVERMAY PARK,-37.556958,143.817225
3350,LAKE WENDOUREE,-37.556958,143.817225
3350,MOUNT CLEAR,-37.556958,143.817225
3350,MOUNT HELEN,-37.556958,143.817225
3350,MOUNT PLEASANT,-37.556958,143.817225
3350,NERRINA,-37.556958,143.817225
3350,NEWINGTON,-37.556958,143.817225
3350,REDAN,-37.556958,143.817225
3350,SOLDIERS HILL,-37.556958,143.817225
3351,BERRINGA,-37.770766,143.683679
3351,BO PEEP,-37.770766,143.683679
3351,CAPE CLEAR,-37.770766,143.683679
3351,CARNGHAM,-37.770766,143.683679
3351,CHEPSTOWE,-37.770766,143.683679
3351,HADDON,-37.770766,143.683679
3351,HILLCREST,-37.770766,143.683679
3351,ILLABAROOK,-37.770766,143.683679
3351,LAKE BOLAC,-37.770766,143.683679
3351,MININERA,-37.770766,143.683679
3351,MOUNT EMU,-37.770766,143.683679
3351,NERRIN NERRIN,-37.770766,143.683679
3351,NEWTOWN,-37.770766,143.683679
3351,NINTINGBOOL,-37.770766,143.683679
3351,PIGGOREET,-37.770766,143.683679
3351,PITFIELD,-37.770766,143.683679
3351,ROKEWOOD JUNCTION,-37.770766,143.683679
3351,ROSS CREEK,-37.770766,143.683679
3351,SCARSDALE,-37.770766,143.683679
3351,SMYTHES CREEK,-37.770766,143.683679
3351,SMYTHESDALE,-37.770766,143.683679
3351,SNAKE VALLEY,-37.770766,143.683679
3351,SPRINGDALLAH,-37.770766,143.683679
3351,STAFFORDSHIRE REEF,-37.770766,143.683679
3351,STREATHAM,-37.770766,143.683679
3351,WALLINDUC,-37.770766,143.683679
3351,WESTMERE,-37.770766,143.683679
3352,ADDINGTON,-37.384464,143.672506
3352,BALLARAT ROADSIDE DELIVERY,-37.384464,143.672506
3352,BLOWHARD,-37.384464,143.672506
3352,BOLWARRAH,-37.384464,143.672506
3352,BONSHAW,-37.384464,143.672506
3352,BREWSTER,-37.384464,143.672506
3352,BULLAROOK,-37.384464,143.672506
3352,BUNGAREE,-37.384464,143.672506
3352,BUNKERS HILL,-37.384464,143.672506
3352,BURRUMBEET,-37.384464,143.672506
3352,CAMBRIAN HILL,-37.384464,143.672506
3352,CARDIGAN,-37.384464,143.672506
3352,CARDIGAN VILLAGE,-37.384464,143.672506
3352,CHAPEL FLAT,-37.384464,143.672506
3352,CLARENDON,-37.384464,143.672506
3352,CLARETOWN,-37.384464,143.672506
3352,CLARKES HILL,-37.384464,143.672506
3352,CORINDHAP,-37.384464,143.672506
3352,DEREEL,-37.384464,143.672506
3352,DUNNSTOWN,-37.384464,143.672506
3352,DURHAM LEAD,-37.384464,143.672506
3352,ENFIELD,-37.384464,143.672506
3352,ERCILDOUNE,-37.384464,143.672506
3352,GARIBALDI,-37.384464,143.672506
3352,GLEN PARK,-37.384464,143.672506
3352,GLENBRAE,-37.384464,143.672506
3352,GONG GONG,-37.384464,143.672506
3352,GRENVILLE,-37.384464,143.672506
3352,INVERMAY,-37.384464,143.672506
3352,LAL LAL,-37.384464,143.672506
3352,LAMPLOUGH,-37.384464,143.672506
3352,LANGI KAL KAL,-37.384464,143.672506
3352,LEARMONTH,-37.384464,143.672506
3352,LEIGH CREEK,-37.384464,143.672506
3352,LEXTON,-37.384464,143.672506
3352,MAGPIE,-37.384464,143.672506
3352,MILLBROOK,-37.384464,143.672506
3352,MINERS REST,-37.384464,143.672506
3352,MITCHELL PARK,-37.384464,143.672506
3352,MOLLONGGHIP,-37.384464,143.672506
3352,MOUNT BOLTON,-37.384464,143.672506
3352,MOUNT EGERTON,-37.384464,143.672506
3352,MOUNT MERCER,-37.384464,143.672506
3352,MOUNT ROWAN,-37.384464,143.672506
3352,NAPOLEONS,-37.384464,143.672506
3352,NAVIGATORS,-37.384464,143.672506
3352,POOTILLA,-37.384464,143.672506
3352,SCOTCHMANS LEAD,-37.384464,143.672506
3352,SCOTSBURN,-37.384464,143.672506
3352,SPRINGBANK,-37.384464,143.672506
3352,SULKY,-37.384464,143.672506
3352,WALLACE,-37.384464,143.672506
3352,WARRENHEIP,-37.384464,143.672506
3352,WATTLE FLAT,-37.384464,143.672506
3352,WAUBRA,-37.384464,143.672506
3352,WEATHERBOARD,-37.384464,143.672506
3352,WERNETH,-37.384464,143.672506
3352,WINDERMERE,-37.384464,143.672506
3352,YENDON,-37.384464,143.672506
3353,BALLARAT,-37.7778,144.835743
3354,BAKERY HILL,-37.560917,143.867158
3354,BALLARAT MC,-37.560917,143.867158
3355,LAKE GARDENS,-37.545723,143.820973
3355,MITCHELL PARK,-37.545723,143.820973
3355,WENDOUREE,-37.545723,143.820973
3355,WENDOUREE VILLAGE,-37.545723,143.820973
3356,DELACOMBE,-37.591298,143.828273
3356,SEBASTOPOL,-37.591298,143.828273
3357,BUNINYONG,-37.648547,143.918563
3357,SCOTSMANS LEAD,-37.648547,143.918563
3360,HAPPY VALLEY,-37.686374,143.562977
3360,LINTON,-37.686374,143.562977
3360,MANNIBADAR,-37.686374,143.562977
3360,PITTONG,-37.686374,143.562977
3360,WILLOWVALE,-37.686374,143.562977
3361,BRADVALE,-37.779772,143.407202
3361,CARRANBALLAC,-37.779772,143.407202
3361,SKIPTON,-37.779772,143.407202
3363,CRESWICK,-37.424838,143.894483
3363,CRESWICK NORTH,-37.424838,143.894483
3363,DEAN,-37.424838,143.894483
3363,GLENDARUEL,-37.424838,143.894483
3363,LANGDONS HILL,-37.424838,143.894483
3363,MOUNT BECKWORTH,-37.424838,143.894483
3363,TOURELLO,-37.424838,143.894483
3364,ALLENDALE,-37.368711,143.938548
3364,ASCOT,-37.368711,143.938548
3364,BALD HILLS,-37.368711,143.938548
3364,BARKSTEAD,-37.368711,143.938548
3364,BLAMPIED,-37.368711,143.938548
3364,BROOMFIELD,-37.368711,143.938548
3364,CABBAGE TREE,-37.368711,143.938548
3364,CAMPBELLTOWN,-37.368711,143.938548
3364,COGHILLS CREEK,-37.368711,143.938548
3364,GLENDONALD,-37.368711,143.938548
3364,KINGSTON,-37.368711,143.938548
3364,KOOROOCHEANG,-37.368711,143.938548
3364,LAWRENCE,-37.368711,143.938548
3364,MOUNT PROSPECT,-37.368711,143.938548
3364,NEWLYN,-37.368711,143.938548
3364,NEWLYN NORTH,-37.368711,143.938548
3364,ROCKLYN,-37.368711,143.938548
3364,SMEATON,-37.368711,143.938548
3364,SMOKEYTOWN,-37.368711,143.938548
3364,SPRINGMOUNT,-37.368711,143.938548
3364,STRATHLEA,-37.368711,143.938548
3364,WERONA,-37.368711,143.938548
3370,CLUNES,-37.293942,143.787341
3370,GLENGOWER,-37.293942,143.787341
3370,MOUNT CAMERON,-37.293942,143.787341
3370,ULLINA,-37.293942,143.787341
3371,AMHERST,-37.146466,143.670166
3371,BURNBANK,-37.146466,143.670166
3371,CARALULUP,-37.146466,143.670166
3371,DUNACH,-37.146466,143.670166
3371,EVANSFORD,-37.146466,143.670166
3371,LILLICUR,-37.146466,143.670166
3371,MOUNT GLASGOW,-37.146466,143.670166
3371,RED LION,-37.146466,143.670166
3371,STONY CREEK,-37.146466,143.670166
3371,TALBOT,-37.146466,143.670166
3373,BEAUFORT,-37.429812,143.383709
3373,CHUTE,-37.429812,143.383709
3373,CROSS ROADS,-37.429812,143.383709
3373,LAKE GOLDSMITH,-37.429812,143.383709
3373,LAKE WONGAN,-37.429812,143.383709
3373,MAIN LEAD,-37.429812,143.383709
3373,MENA PARK,-37.429812,143.383709
3373,NERRING,-37.429812,143.383709
3373,RAGLAN,-37.429812,143.383709
3373,STOCKYARD HILL,-37.429812,143.383709
3373,STONELEIGH,-37.429812,143.383709
3373,TRAWALLA,-37.429812,143.383709
3373,WATERLOO,-37.429812,143.383709
3374,GREAT WESTERN,0,0
3375,BALLYROGAN,-37.427465,143.132372
3375,BAYINDEEN,-37.427465,143.132372
3375,BUANGOR,-37.427465,143.132372
3375,MIDDLE CREEK,-37.427465,143.132372
3377,ARARAT,-37.284301,142.928227
3377,ARMSTRONG,-37.284301,142.928227
3377,BULGANA,-37.284301,142.928227
3377,CATHCART,-37.284301,142.928227
3377,CROWLANDS,-37.284301,142.928227
3377,DENICULL CREEK,-37.284301,142.928227
3377,DOBIE,-37.284301,142.928227
3377,DUNNEWORTHY,-37.284301,142.928227
3377,EVERSLEY,-37.284301,142.928227
3377,LANGI LOGAN,-37.284301,142.928227
3377,MAROONA,-37.284301,142.928227
3377,MOUNT COLE,-37.284301,142.928227
3377,MOUNT COLE CREEK,-37.284301,142.928227
3377,MOYSTON,-37.284301,142.928227
3377,NORVAL,-37.284301,142.928227
3377,RHYMNEY,-37.284301,142.928227
3377,ROCKY POINT,-37.284301,142.928227
3377,ROSSBRIDGE,-37.284301,142.928227
3377,SHAYS FLAT,-37.284301,142.928227
3377,WARRAK,-37.284301,142.928227
3378,TATYOON,-37.529051,142.944769
3378,YALLA-Y-POORA,-37.529051,142.944769
3379,BORNES HILL,-37.534037,142.521439
3379,CHATSWORTH,-37.534037,142.521439
3379,MAFEKING,-37.534037,142.521439
3379,STAVELY,-37.534037,142.521439
3379,WICKLIFFE,-37.534037,142.521439
3379,WILLAURA,-37.534037,142.521439
3379,WILLAURA NORTH,-37.534037,142.521439
3380,STAWELL,-37.157329,142.699342
3380,STAWELL WEST,-37.157329,142.699342
3381,BELLELLEN,-36.941793,143.211642
3381,BELLFIELD,-36.941793,143.211642
3381,BLACK RANGE,-36.941793,143.211642
3381,FYANS CREEK,-36.941793,143.211642
3381,HALLS GAP,-36.941793,143.211642
3381,ILLAWARRA,-36.941793,143.211642
3381,LAKE FYANS,-36.941793,143.211642
3381,LAKE LONSDALE,-36.941793,143.211642
3381,MOKEPILLY,-36.941793,143.211642
3381,MOUNT DRYDEN,-36.941793,143.211642
3381,POMONAL,-36.941793,143.211642
3384,BARKLY,-36.979212,143.198999
3384,CONCONGELLA,-36.979212,143.198999
3384,FRENCHMANS,-36.979212,143.198999
3384,JOEL JOEL,-36.979212,143.198999
3384,JOEL SOUTH,-36.979212,143.198999
3384,LANDSBOROUGH,-36.979212,143.198999
3384,LANDSBOROUGH WEST,-36.979212,143.198999
3384,NAVARRE,-36.979212,143.198999
3384,TULKARA,-36.979212,143.198999
3384,WATTLE CREEK,-36.979212,143.198999
3385,DADSWELLS BRIDGE,-36.916062,142.511313
3385,DEEP LEAD,-36.916062,142.511313
3385,GLENORCHY,-36.916062,142.511313
3385,LEDCOURT,-36.916062,142.511313
3385,LUBECK,-36.916062,142.511313
3385,RIACHELLA,-36.916062,142.511313
3385,ROSES GAP,-36.916062,142.511313
3385,WAL WAL,-36.916062,142.511313
3387,BOLANGUM,-36.671662,142.869768
3387,CALLAWADDA,-36.671662,142.869768
3387,CAMPBELLS BRIDGE,-36.671662,142.869768
3387,GERMANIA,-36.671662,142.869768
3387,GREENS CREEK,-36.671662,142.869768
3387,KANYA,-36.671662,142.869768
3387,MARNOO,-36.671662,142.869768
3387,MARNOO WEST,-36.671662,142.869768
3387,MORRL MORRL,-36.671662,142.869768
3387,WALLALOO,-36.671662,142.869768
